search_order,company_name,phone,email,address,legal_representative,registered_capital,established_date,business_scope,search_time,success
148,创首科技（深圳）有限公司,0755-82872586,sophie_zheng@innovationfirst.com,先看权威工商信息：百度企业信用‌1、企查查‌2和天眼查‌3都显示注册地址在深圳市福田区星河发展中心12层1201-05,在工商系统‌11,,,,2025-07-11 17:10:04,Yes
149,Lup Shun Metal & Plastic Ware Fty Ltd,,,,,,,,2025-07-11 17:10:52,No
150,惠州市沃动运动有限公司,,,在广东省惠州市龙门县惠州产业转移工业园龙门红工业区30栋厂房,罗德明在‌7有详,,,,2025-07-11 17:11:39,Yes
151,娃乐都儿童用品（昆山）有限公司,0512-7671635,kidsjcl2011@163.com,"统一指向""江苏省昆山市陆家镇陆丰东路85号""",独资有限责任公司,,,,2025-07-11 17:12:26,Yes
152,爱家乐活（深圳）贸易有限公司,0755-2265,383499312@qq.com,"是2024年变更后的""横岗街道六约北社区埔厦路80号万马奔腾产业园7栋402-403""",蔡月保在‌14等,,,,2025-07-11 17:13:13,Yes
153,凯奇集团有限公司,0577-67410775,kaiqi-toy@263.net; info@kaiqi-toy.com,主要地址是浙江省温州市永嘉县桥下镇小京岙村（如‌1、‌2、‌12、‌4）,,,,,2025-07-11 17:14:00,Yes
154,乐恩教育用品（北京）有限公司,18210980738,lenedu@126.com,在北京市海淀区翠微路2号院科贸楼X203室,是张伟,,,,2025-07-11 17:14:48,Yes
155,百利佳糖果玩具礼品（东莞）有限公司,0769-86533119,info@bipchina.com; pandeng@ylkivee.com,都是东莞市石排镇塘尾工业区或塘尾村‌12,刘全意和主要人员,,,,2025-07-11 17:15:35,Yes
156,浙江潜力玩具有限公司,0577-67495555,chb051@163.com,浙江潜力玩具有限公司年产10000套教学专用仪器项目建设工程规划许可调整公示,单独标注,,,,2025-07-11 17:16:22,Yes
157,通标标准技术服务（上海）有限公司,021-61402666,lola.xu@sgs.com; shaoyong@sgs.com,这些专业对接窗口对具体业务应该很有帮助,,,,,2025-07-11 17:17:09,Yes
158,莱茵技术（上海）有限公司,15821124243,info@tuv.com; FengF.Shang@tuv.com,存在多门牌号描述（如153号、165号等）,,,,,2025-07-11 17:17:57,Yes
159,昆山多宾陈列展示股份有限公司,0512-57650598,dobin@dobin.com.cn,且‌2注明是该企业注册邮箱‌12,为金国禄,,,,2025-07-11 17:18:44,Yes
160,盛名企業發展有限公司,,,信息：香港荃湾芙容街8号首亚洲中心5楼A室（UNIT A,,,,,2025-07-11 17:19:31,Yes
161,富士实业（国际）有限公司,,,与‌1一致但楼层不同（19楼vs9楼）,,,,,2025-07-11 17:20:18,Yes
162,愉乐国际纸制品开发有限公司,,,香港新界荃湾青山公路荃湾段611-619号东南工业大厦13楼A室,,,,,2025-07-11 17:21:05,Yes
163,广州爱朋贸易有限公司,86-020-83338821,3089140500@qq.com; 315190801@qq.com,广州市越秀区广卫路广卫商务大厦2011-2015室,张志铨,,,,2025-07-11 17:21:53,Yes
164,永耀行有限公司,86-755-25563595,,内容显示商业登记号码51666049,,,,,2025-07-11 17:22:40,Yes
165,"Think & act Strategic Co.,ltd",,,,,,,,2025-07-11 17:23:27,No
166,深圳市伟利丰塑胶制品有限公司,0755-85238715,wlac@tsuenlee.net; wlac@tsuenlee.com,在平湖街道新厦大道25号全利丰厂4栋201-301层,,,,,2025-07-11 17:24:15,Yes
167,广东裕利智能科技股份有限公司,0769-87312138,yuleecaiwu@yu-lee.cn; 522805866@qq.com; main@yu-lee.com,联系方式|广东裕利智能科技股份有限公司-裕利玩具_玩具产品_遥控产品,写作冯俊蛟,,,,2025-07-11 17:25:02,Yes
168,赤峰斯尔福泡棉制品有限公司,18910076777,18910076777@163.com; eng@163.com,‌：赤峰市松山区安庆镇松山工业园区标准化厂房1期6、7号‌12,电话不一致,,,,2025-07-11 17:25:49,Yes
169,汕头市澄海区樂智玩具（乐智）,0768-8721789,490@qq.com,汕头市澄海区广益街道华富阜安路西1号4楼 ‌23,,,,,2025-07-11 17:26:36,Yes
170,乐聚（深圳）机器人技术有限公司,0755-21002960,n@lejurobot.com; yixingjie@lejurobot.com,"""观澜街道南大富社区虎地排85号""可能已变更",冷晓琨（多源印证,,,,2025-07-11 17:27:23,Yes
171,卡乐咪教育信息咨询（上海）有限公司,400-886-1906,jane@color-me.com.cn,存在多个版本：宣化路28号（‌14）和临虹路128弄（‌25）,姓名‌10和营业,,,,2025-07-11 17:28:11,Yes
172,浙江贝旺玩具有限公司,0577-67495888,sales@beiwang.cn; 1195889988@qq.com,东莞分公司（地址：广东省东莞市万江拔蛟窝西环路） ‌4,‌：黄良崇,,,,2025-07-11 17:28:58,Yes
173,温州卡米奇游乐设备有限公司,13758742418,kamiqi@kamiqi.com,但实际访问测试发现www.kamiqi.com已无法打开,电话：搜索结果‌,,,,2025-07-11 17:29:45,Yes
174,牛牛游乐设备有限公司,0577-66967557,,上海市奉贤区南桥镇绿地未来中心A1栋901室‌4,‌：麻陈敏‌78,,,,2025-07-11 17:30:32,Yes
175,云和万佳玩具制造厂,86-0578-5123365,,（浙江省丽水市云和县凤凰山街道中山西路171号）,,,,,2025-07-11 17:31:19,Yes
176,汕头市澄海区贝利格玩具厂,0754-86599125,,"是""汕头市澄海区凤翔街道东湖集兴路中段""",、经营者）,,,,2025-07-11 17:32:06,Yes
177,汕头市澄海区润兴玩具厂,0754-85863224,,‌：广东省汕头市澄海区广益登峰路工业区（邮编515800）‌12,,,,,2025-07-11 17:32:54,Yes
178,东莞市龙高玩具有限公司,0769-87086558,zexinren@163.com; info@longgaotoys.com,在多个高可信度结果中一致显示为东莞市长安镇上沙第六工业区一横路‌12,‌：曾艳金‌34,,,,2025-07-11 17:33:41,Yes
179,集多美贸易（深圳）有限公司,82529092,jiaochen@szjdm.com.cn; jdm@szjdm.com.cn,格式：深圳市福田区沙头街道天安社区泰然九路11号,姓名在‌7是林庆,,,,2025-07-11 17:34:28,Yes
180,山东麦乐宝玩具有限公司,0539-5356789,2832695616@qq.com; 1933385666@qq.com,山东麦乐宝玩具有限公司企业年报查询2020 - 天眼查,‌：孔伟‌45,,,,2025-07-11 17:35:15,Yes
181,汕头市澄海区骏辉玩具厂,0754-85857276,,"为""汕头市澄海区澄华街道下窖窖内工业区中路11号""",,,,,2025-07-11 17:36:02,Yes
182,广东德思徕文化传播有限公司,1112223512,1112223512@qq.com,很明确是广州市越秀区麓苑路42号2栋五层自编517-2房‌12,叫陈奕霖,,,,2025-07-11 17:36:50,Yes
183,汕头市世标文教科技有限公司,0754-8581,455127436@qq.com,几乎所有结果都提到汕头市澄海区凤翔街道头份村一片新区,、地址,,,,2025-07-11 17:37:37,Yes
184,汕头市澄海区建雄玩具实业有限公司,13825828390,info@merconser.com; 63742688@qq.com,汕头市澄海区建雄玩具实业有限公司 聯絡資料,为陈月娴‌35,,,,2025-07-11 17:38:24,Yes
185,揭阳市联和玩具有限公司,13760589456,jysgtoy@163.com,在八条信息中完全一致：揭阳空港经济区溪南天福东路顶乡村路段‌12,陈耿仰持股60%,,,,2025-07-11 17:39:11,Yes
186,汕头市澄海区千力塑胶玩具厂,13825867070,86390523@163.com,地址汕头市澄海区凤翔信宁信东路10巷,,,,,2025-07-11 17:39:58,Yes
187,广东凯裕科教文化有限公司,0754-85727369,1554664260@qq.com,官方网站‌12显示总部地址在广东潮州市饶平县钱东镇多年楼村铁汫线旁；,,,,,2025-07-11 17:40:45,Yes
188,上海颖逸信息科技有限公司,021-68126026,lina.fang@injoylearning.cn,上海市浦东新区沈梅路123弄3号303室,代表：林建琼（但,,,,2025-07-11 17:41:33,Yes
189,深圳市喜之宝实业有限公司,0755-84673929,kidsbud@kidsbud.com,"是""龙岗区平湖街道新木社区老村工业园二路10号201""‌12",、董事長‌12,,,,2025-07-11 17:42:20,Yes
190,高思维贸易（深圳）有限公司,,,需优先采用工商备案信息‌12和可信度高的来源‌3；,,,,,2025-07-11 17:43:07,Yes
191,实丰文化发展股份有限公司,85869666,xingzheng@gdsftoys.com,的搜索结果都指向汕头市澄海区文冠路澄华工业区‌16,,,,,2025-07-11 17:43:54,Yes
192,深圳市帕拉卡科技有限公司,15818728517,hua.xiong@paracraft.cn,深圳市南山区粤海街道滨海社区高新南十道81、83、85号深圳市软件产业基地1栋A1201A21‌1,,,,,2025-07-11 17:44:41,Yes
193,北京今朝勇创科技有限公司,1224434696,1224434696@qq.com,工商变更记录‌79明确记载了2025年的地址迁移,‌：贺勇‌14,,,,2025-07-11 17:45:28,Yes
194,厦门三体科技有限公司,,316@qq.com; 05@qq.com,‌：多个来源一致给出：厦门火炬高新区(翔安)产业区万家春路1019-5号601室之三,和参保人数,,,,2025-07-11 17:46:16,Yes
195,上海亲宝儿童用品有限公司,021-31657056,616665534@qq.com,上海市虹口区海宁路137号7层E座776N室,,,,,2025-07-11 17:47:03,Yes
196,志达玩具（深圳）有限公司,0755-25971663,tigerwu@szchitat.cn,‌12等多个高可信来源都指向深圳市罗湖区深南东路118号世界金融中心B座2211室,,,,,2025-07-11 17:47:50,Yes
197,宁波乐图纸制品有限公司,86-0574-87526564,1152708402@qq.com,大多數結果（如‌4、‌5、‌6、‌10）都指向宁波市江北区庄桥街道葛家村,李全胜,,,,2025-07-11 17:48:37,Yes
198,迪克森文具（昆山）有限公司,0512-36862666,XXXX.ks@filadixon.com,‌：江苏省昆山市千灯镇季广中路211号‌12,‌：钟武郎‌12,,,,2025-07-11 17:49:25,Yes
199,山东七巧板婴童用品有限公司,0536-7787397,,统一为：山东省潍坊市昌邑市北孟镇李家埠村728号‌12,为李会成‌14,,,,2025-07-11 17:50:12,Yes
200,伦祖礼（上海）实业有限公司,021-64136307,renzulli@163.com,——上海市闵行区漕宝路3299弄18号楼3层S4b-3F-003/005商铺,‌：LEE,,,,2025-07-11 17:50:59,Yes
201,壹宝玩具贸易（上海）有限公司,021-52835520,wangsf@epoch-shanghai.com; zhoujia@epoch-shanghai.com; x.shu@faircongrp.com; egawa-h@epoch.jp,信息高度集中在三个地址上：茅台路270弄7号一层145室（‌12）、宣化路28号701室（‌9）,,,,,2025-07-11 17:51:46,Yes
202,南京欧智宝图书有限公司,18721319032,13770520036@163.com,江苏省 南京市 鼓楼区中山北路217号龙吟广场1601室,,,,,2025-07-11 17:52:33,Yes
203,浙江新云婴童用品有限公司,,,信息在多处都有印证：凤凰山街道长寿路6号这个地址在‌12等结果中完全一致,叫姚伟丽,,,,2025-07-11 17:53:21,Yes
204,万童互动科技（北京）有限公司,010-65206920,u@wekids.com; ran.fu@wekids.com,‌14共同指向北京市朝阳区广顺北大街33号院1号楼10层1单元1101室6313号,代表）‌1,,,,2025-07-11 17:54:08,Yes
205,四三九九网络股份有限公司,020-87574399,cmn@4399inc.com,精确到厦门软件园二期具体楼栋和楼层,为洛海坚,,,,2025-07-11 17:54:55,Yes
206,达尔能电子科技（惠州）有限公司,0752-5715787,chinasales@dynamicscientific.com; lynn@dynamicscientific.com,是惠州市惠阳区秋长街道维布村布二塘背新村153号3楼‌12,独资企业‌24,,,,2025-07-11 17:55:42,Yes
207,小狄商贸,18939396918,13526395965@qq.com; 70@qq.com,长春市汽车开发区西湖大路保利西湖大路小区一区(保利中央公园一区)B-2号楼701号-3,狄玉龙,,,,2025-07-11 17:56:29,Yes
208,天长市索菲亚工艺品进出口有限公司,0550-778,,天长市索菲亚工艺品进出口有限公司 聯絡資料,,,,,2025-07-11 17:57:17,Yes
209,风天国际有限公司,18620371772,18620371772@163.com,‌：深圳市龙华区福城街道福民社区狮径路15号福城数字创新园802‌23,,,,,2025-07-11 17:58:04,Yes
210,东莞市维思儿童文化用品有限公司,252420777,252420777@qq.com,已变更为东莞市东城街道莞龙路东城段180号2栋‌12,张建鸿）‌12,,,,2025-07-11 17:58:51,Yes
211,大连子峰科技发展有限公司(东莞致远塑胶有限公司),,,大连子峰科技发展有限公司(东莞致远塑胶有限公司) 聯絡資料,,,,,2025-07-11 17:59:38,Yes
212,颛泓(上海)测试技术服务有限公司,021-23509600,hzhao@mts-global.com,方面‌14一致确认为上海市闵行区光中路105号,独资企业,,,,2025-07-11 18:00:25,Yes
213,珠海诺亚婴幼儿用品有限公司,,,,,,,,2025-07-11 18:00:37,No
214,重庆宝乐文化传播有限公司,,,,,,,,2025-07-11 18:00:44,No
215,常州米乐玩具有限公司,,,,,,,,2025-07-11 18:00:55,No
216,常熟市跨越木业有限公司,,,,,,,,2025-07-11 18:01:02,No
217,常熟市红星乐器有限公司,,,,,,,,2025-07-11 18:01:13,No
218,昌邑市富彬家居有限公司,,,,,,,,2025-07-11 18:01:20,No
219,贝乐多玩具实业有限公司,,,,,,,,2025-07-11 18:01:26,No
220,贝儿乐手工芭比娃娃,,,,,,,,2025-07-11 18:01:31,No
221,贝恩施(深圳)科技股份有限公司,,,,,,,,2025-07-11 18:01:46,No
222,北京中雅图文化发展有限公司,,,,,,,,2025-07-11 18:01:57,No
223,北京中教仪人工智能科技有限公司,,,,,,,,2025-07-11 18:02:12,No
224,北京优乐学园科技有限公司,,,,,,,,2025-07-11 18:02:23,No
225,北京映趣科技有限公司,,,,,,,,2025-07-11 18:02:34,No
226,北京影舟子文化传媒有限公司,,,,,,,,2025-07-11 18:02:39,No
227,北京枭龙科技有限公司,,,,,,,,2025-07-11 18:02:50,No
228,北京文海阳工贸有限责任公司,,,,,,,,2025-07-11 18:02:57,No
229,北京七色花教育科技发展有限公司,,,,,,,,2025-07-11 18:03:06,No
230,北京泼泼龙商贸发展有限责任公司,,,,,,,,2025-07-11 18:03:17,No
231,北京木马智慧教育科技股份有限公司,,,,,,,,2025-07-11 18:03:24,No
232,北京乐蓓儿国际音乐教育机构,,,,,,,,2025-07-11 18:03:36,No
233,北京凯柔商贸有限公司,,,,,,,,2025-07-11 18:03:43,No
234,北京京辉昊业玩具有限公司,,,,,,,,2025-07-11 18:03:52,No
235,北京金帆大中商贸有限公司,,,,,,,,2025-07-11 18:04:01,No
236,北京建云科技股份有限公司,,,,,,,,2025-07-11 18:04:06,No
237,北京佳思漫文化传媒有限公司,,,,,,,,2025-07-11 18:04:13,No
238,北京火车头文化发展有限公司,,,,,,,,2025-07-11 18:04:25,No
239,北京华诚未来建设工程有限公司,,,,,,,,2025-07-11 18:04:36,No
240,北京洪恩教育科技股份有限公司,,,,,,,,2025-07-11 18:04:42,No
241,北京孩思乐商业有限公司,,,,,,,,2025-07-11 18:04:53,No
242,北京凡米粒文化有限公司,13552136567,13552136567@139.com,“北京市顺义区龙湾屯镇府南路41号4幢1层276”,张登平,,,,2025-07-11 18:05:40,Yes
243,北京东方山和贸易有限公司,010-13164242,wa@hotmail.com; eastsanwa@hotmail.com; 79@qq.com,北京市朝阳区朝阳北路129号院3号楼13层1605 ‌34,彭京涛,,,,2025-07-11 18:06:28,Yes
244,北京爱德乐科技发展有限公司,13720028317,1449071219@qq.com,北京市通州区新华西街58号院2号楼25层2513,,,,,2025-07-11 18:07:15,Yes
245,保定市朝之悦体育设施有限公司,0312-2010720,iban@126.com,保定竞秀区航标军民融合众创空间1188号等,,,,,2025-07-11 18:08:02,Yes
246,宝光实业(深圳)有限公司,0755-8407,,"是""深圳市龙岗区坪地街道教育中路43号""",是林振元,,,,2025-07-11 18:08:49,Yes
247,百利佳糖果玩具礼品(东莞)有限公司,0769-86533119,pandeng@ylkivee.com; info@bipchina.com,‌: 几乎所有结果一致：广东省东莞市石排镇塘尾村或塘尾工业区,,,,,2025-07-11 18:09:36,Yes
248,奥光动漫集团有限公司,0577-65850798,toy@chinatopbright.com,这个号码在爱企查、中国产品网等平台都有登记,为‌麻桂峰‌‌1,,,,2025-07-11 18:10:24,Yes
249,安徽天启融合文化科技有限公司,0551-65565860,1210231461@qq.com,合肥市庐阳区金寨路327号新鸿安大厦10楼‌12,叫张大鹏‌12,,,,2025-07-11 18:11:11,Yes
250,安徽时代漫游文化传媒股份有限公司,0551-63533416,swrerweds@qq.com; time-anime@tunbaobao.com,在安徽省合肥市蜀山区翡翠路1118号出版传媒广场6楼,,,,,2025-07-11 18:11:58,Yes
251,爱家乐活(深圳)贸易有限公司,0755-22658531,,为深圳市羅湖區建設路1072號東方廣場1402室,,,,,2025-07-11 18:12:45,Yes
252,UNIONTOY (THAILAND)CO LTD,,,泰国公司信息通常可通过泰国商务部数据库或商业注册处查询,,,,,2025-07-11 18:13:32,Yes
253,Toytron Co Ltd,,,"翻看搜索结果时发现几个关键点：‌1提到""特易玩具(香港)有限公司""的英文名是Troy Toy (HK) Co.",,,,,2025-07-11 18:14:19,Yes
254,Thirdstage,,,未直接找到名为“Thirdstage”的机构或企业的联络资料,,,,,2025-07-11 18:15:07,Yes
255,Starplast Industries (1967) Ltd,,,传真号码的以色列区号972和Haifa地址都验证了信息的可信度,,,,,2025-07-11 18:15:54,Yes
256,SM Co Ltd,0755-86100786,,‌：上海市长宁区中山西路1277号海螺大厦一号楼603室 ‌23,都是同一个人‌4,,,,2025-07-11 18:16:41,Yes
257,Scentco Inc.,0852-24551000,,可能是：0852-24551000（这看起来像电话号码）,,,,,2025-07-11 18:17:28,Yes
258,Popar,,,为广西南宁市隆安县那桐镇福南路6号‌4,,,,,2025-07-11 18:18:15,Yes
259,"PLAN CREATIONS CO., LTD",+32475758493,,这里有个疑问：为什么泰国公司会有比利时区号的电话？可能是国际业务联系方式,,,,,2025-07-11 18:19:03,Yes
260,OID MAGIC,,,‌：香港中环干诺道133号盟邦商业中心802室（RM 802 ALLIANCE BLDG 133 CONNAUGHT RD CENTRAL HON,,,,,2025-07-11 18:19:50,Yes
261,Livheart中国事务所&南京樱之铭纺织有限公司,025-85866416,,信息则完全统一：建邺区嘉陵江东街8号B3幢1单元15层‌23,,,,,2025-07-11 18:20:37,Yes
262,LATEX OCCIDENTAL EXPORTADORA SA DE CV,+1-855-374-1199,,,,,,,2025-07-11 18:21:24,Yes
263,LAP-BIELLA,13370032884,,上海市嘉定区曹安公路2038号华拓大厦410室,,,,,2025-07-11 18:22:11,Yes
264,IZone Co Ltd,82-7043226536,,"明确到""上海市石龙路345弄春天商务楼""",,,,,2025-07-11 18:22:59,Yes
265,IMC TOYS,31072020,alex@imc-hk.net; kingwang@changlitoys.com,在尖沙咀么地道77号华懋金殿广场1210室,,,,,2025-07-11 18:23:46,Yes
266,"Gymworld Co,.Ltd",2-67142252,,在上海市闵行区虹莘路3998号7楼701室,,,,,2025-07-11 18:24:33,Yes
267,Guidecraft Inc. USA,,,出现在搜索结果中：上海市浦东新金桥路58号16E‌3,,,,,2025-07-11 18:25:20,Yes
268,EDTOY,0769-82211986,edytino@163.com,北京市海淀区阜石路69号碧桐园8号楼,,,,,2025-07-11 18:26:07,Yes
269,Asia Inspection Ltd.,852-53971914,aihr@asiainspection.com,广州市白云区广园中路218号1楼,,,,,2025-07-11 18:26:54,Yes
270,东莞市凌力电池有限公司,0769-22271791,290873083@qq.com,以及国内贸易、国外贸易、配套/OEM三条业务线的专人联系方式,,,,,2025-07-11 18:27:42,Yes
271,东莞市蓝威自动化科技有限公司,0769-81088679,2301649325@qq.com; lw88978686@163.com,玩具喷油机-小型喷涂机-全自动喷漆设备-非标自动化-东莞市蓝威自动化科技有限公司,,,,,2025-07-11 18:28:29,Yes
272,东莞市炬丰橡胶制品有限公司,0769-82870000,,在多个结果中都提到是寮步镇凫山工业区兴山路125号‌23,、执行董事兼经理,,,,2025-07-11 18:29:16,Yes
273,东莞市金诩玩具有限公司,0769-85594444,709935366@qq.com; MAGGIE@LIHONGTOYS.COM,"**&zwnj;：广东省东莞市厚街镇溪头村工业区 ‌:ml-citation{ref=""1",姓名在‌2是方旭,,,,2025-07-11 18:30:03,Yes
274,东莞市嘉虹实业有限公司,0769-86218881,1487472892@qq.com; qc@fenduole.com,"基本都是""东莞市东城街道桑园裕高路3号""‌810",,,,,2025-07-11 18:30:50,Yes
275,东莞市虎门可卡多塑胶礼品厂,13556696528,,东莞市虎门镇北栅社区西坊村西坊路66号西安楼5-6楼两层（2015年变更前）‌1,手机栏,,,,2025-07-11 18:31:37,Yes
276,东莞市合旺橡胶制品有限公司,86-076988877111,hewangeva@21cn.net,东莞市石碣镇鹤田厦工业区富田路18号,,,,,2025-07-11 18:32:25,Yes
277,东莞市广发橡胶制品有限公司,0769-82990955,guangfarubber@163.com; 1361587614@qq.com,"演化痕迹：注册地址‌7的""香芒西路北三街5号""与官网的生产地址不同",赵修海联系方式覆,,,,2025-07-11 18:33:12,Yes
278,东莞市富溢玩具有限公司,18826950669,2563443762@qq.com,"描述最详细的是‌1和‌2提到的""东莞市茶山镇塘角村福船江工业区""",姓名为方英爱,,,,2025-07-11 18:33:59,Yes
279,东莞市福悦贸易有限公司,813258907,813258907@qq.com,‌：廣東省東莞市樟木頭鎮柏地社區東城路5號御景綜合商場四樓402室‌12,陳飛‌13,,,,2025-07-11 18:34:46,Yes
280,东莞市大应发电子科技有限公司,0769-82092566,,"""凤岗镇油甘埔村南岸南岭路25号3楼右边厂房""",、执行董事及经理,,,,2025-07-11 18:35:33,Yes
281,东莞市磁宇宙玩具有限公司,13310811029,2811186614@qq.com; 53324500@qq.com,广东省东莞市大朗镇黄京埔北路1号4栋603室‌12,为‌周芬‌‌34,,,,2025-07-11 18:36:20,Yes
282,东莞市车小秘智能科技有限公司,0769-23079592,121266665@qq.com; 592740113@qq.com,在东莞市松山湖园区工业南路4号2栋210室,,,,,2025-07-11 18:37:07,Yes
283,东莞市滨发玩具有限公司,15019126695,2421601205@qq.com; 13556623737@139.com,方面出现两个版本：茶山镇南塘路19号3号楼101室是最新且一致的记录‌12,‌：张滨（企业负,,,,2025-07-11 18:37:55,Yes
284,东莞欧肯智能科技有限公,81355122,caiwu2.pmpf@duanggroup.com; sindy.fm@pmpf.com.cn,在广东省东莞市松山湖园区工业南路8号1栋403室,是张佩,,,,2025-07-11 18:38:42,Yes
285,东莞欧肯智能科技有限公司,18825715630,sindy.fm@pmpf.com.cn,‌2和‌4提到的茶山镇伟建路30号应该是旧地址,,,,,2025-07-11 18:39:29,Yes
286,东莞俐噢玩具贸易有限公司,0769-86920168,sales@vivishop.com.hk; 2732989928@qq.com,信息最完整的是‌4和‌5：广东省东莞市石排镇东园大道石排段172号103室这个地址在多个高可信度来源中一致出现‌45,,,,,2025-07-11 18:40:16,Yes
287,东莞康达玩具礼品有限公司,914419007520,316@kangda.org.cn,为广东省东莞市茶山镇伟建路11号2号楼,‌：温国雄（董事,,,,2025-07-11 18:41:03,Yes
288,东莞佳恒玩具有限公司,0769-86324502,hj02-05@163.com,最常出现的是东莞市寮步镇田南街1号‌12,是施少锋‌12,,,,2025-07-11 18:41:51,Yes
289,东莞环亚高科电子有限公司,13826970197,clyang@gsl.com.cn,地址在东莞市长安镇乌沙振源路12号‌12,/高管/股东,,,,2025-07-11 18:42:38,Yes
290,东莞华旺实业有限公司,18825894286,,‌：广东省东莞市茶山镇马鞍路15号1号楼‌69,,,,,2025-07-11 18:43:25,Yes
291,东莞比高模型制品有限公司,0769-81866863,l.wu@piko.cn; x.du@piko.cn; coco.chen@piko.cn,"最后考虑加个注意点：工商信息中法定代表人显示为""威尔福""（‌1）","显示为""威尔福""",,,,2025-07-11 18:44:12,Yes
292,东莞傲岚电子科技有限公司,13510480810,13510480810@163.com,最直接的公开信息只有两个：注册地址在东莞市凤岗镇碧湖工业大道7号‌12,‌：陈允卿‌23,,,,2025-07-11 18:44:59,Yes
293,迪克斯玩具礼品(上海)有限公司,021-64195611,elena@tickles-gifts.com; sales@tickles-gifts.com,是最需要留意的——‌1、‌2、‌5等多数资料显示总部在黄浦区傅家街65号南楼289室,,,,,2025-07-11 18:45:47,Yes
294,迪克森文具(昆山)有限公司,0512-36862666,XXXX.ks@filadixon.com,‌：江苏省昆山市千灯镇季广中路211号‌12,信息在‌4、‌7,,,,2025-07-11 18:46:34,Yes
295,大森林玩具厂,0754-85113395,,‌：汕头市澄海区莲下镇槐泽村东瓜湖工业区1路2号‌89,,,,,2025-07-11 18:47:21,Yes
296,大连坐标数码科技有限公司,0411-39577167,info@xyz-digi.com,信息也有差异：搜索结果‌78显示的办公地址为“亿阳路6A号三丰大厦17层”‌78,,,,,2025-07-11 18:48:08,Yes
297,大连子峰科技发展有限公司,0411-84311666,1472714736@qq.com; zifengkeji@163.com,大连子峰科技发展有限公司 聯絡資料,的信息存在两个版,,,,2025-07-11 18:48:55,Yes
298,大连占百洛玩具有限公司,0411-86182109,info@dreambeyond.cn,‌：辽宁省大连高新技术产业园区龙王塘街道思亲路32号 ‌26,王培超的名字在多,,,,2025-07-11 18:49:42,Yes
299,大连新锐天地传媒有限公司,0411-39581266,451714343@qq.com,采用高新园区火炬路7号与高能街42号双版本,赵良华手机188,,,,2025-07-11 18:50:30,Yes
300,大连反斗城玩具进出口有限公司,0411-84311666,1472714736@qq.com,矛盾需要处理：西岗区胜利路131号作为注册地址出现在七条记录中‌12,张金红的信息只在,,,,2025-07-11 18:51:17,Yes
301,达琦华声电子(深圳)有限公司,13509629005,sm-wu@tatkei.com.cn,就是要找企业的电话、地址、邮箱等联络信息,,,,,2025-07-11 18:52:04,Yes
302,达尔能电子科技(惠州)有限公司,0752-5715787,chinasales@dynamicscientific.com; lynn@dynamicscientific.com,是惠州市惠阳区秋长街道维布村布二塘背新村153号3楼‌12,‌：何国栋,,,,2025-07-11 18:52:51,Yes
303,词右商贸(上海)有限公司,86-21-54573781,hogan@grampusport.com,浦东新区南汇新城镇环湖西二路888号C楼,,,,,2025-07-11 18:53:38,Yes
304,成都市学前宝贝玩具有限公司,028-85173869,112262022@qq.com,是成都蛟龙工业港双流园区淮河路7座(166号),‌：周玉寒‌14,,,,2025-07-11 18:54:25,Yes
305,潮州市凯裕科技实业有限公司,0768-8705838,1554664260@qq.com,所有来源‌16都指向饶平县钱东镇多年楼村铁汫线旁,,,,,2025-07-11 18:55:12,Yes
306,潮州市潮安区浮洋镇俊荣陶瓷厂,0754-5222968,,潮州市潮安区浮洋镇俊荣陶瓷厂 聯絡資料,及联系人为吴银财,,,,2025-07-11 18:55:59,Yes
307,常州市武进大裕乳胶制品有限公司,(0519)3631467,zhangdan@shhouxin.cn,信息出现了三个版本：邹区镇前王村（‌12）、广源路132号（‌56）、工业园区（‌8）,代表和联系人,,,,2025-07-11 18:56:47,Yes
308,常州市欢乐玩具有限公司,0519-88316978,15051956800@163.com,‌：江苏省常州市武进区横林镇镇西村（或镇西开发区）‌23,为陈军‌25,,,,2025-07-11 18:57:34,Yes
309,杭州环宇企业有限公司,0571-63341888,kebin@playwelltoy.com.cn,‌1显示该公司地址是浙江省新登镇登城南路1号,,,,,2025-07-11 18:58:21,Yes
310,杭州福安进出口有限公司,0571-87584977,49@163.com,凯旋路339号；‌2显示公司位于秋涛北路178号201室；‌3又给出另一个号码0571-87584977；‌4补充了手机号1330‌****‌585和邮箱；‌56则提到公司官网和成立时间等信息,‌：季善真‌25,,,,2025-07-11 18:59:08,Yes
311,杭州锋奇光动贸易有限公司,,dongningjia@dobest.com,在杭州市余杭区良渚街道金昌路2008、2010号2幢476室,,,,,2025-07-11 18:59:55,Yes
312,杭州超瑞科技有限公司,13588475299,1075540296@qq.com; jxlyl5971@163.com,用户可能正在寻找合作或业务联系的方式,信息,,,,2025-07-11 19:00:42,Yes
313,罕莎贸易(苏州)有限公司,0512-65953090,Shishang202@foxmail.com; duxj@shishangbo.cn; shishi214@shi-shang.net.cn,江苏省苏州市工业园区胜浦路168号建胜信息产业园3号楼B栋,,,,,2025-07-11 19:01:30,Yes
314,海豚传媒股份有限公司,027-87296665,haituntl@126.com; 57897420@qq.com,但具体楼栋存在新旧两个版本：雄楚大街268号出版文化城‌1和融科智谷工业项目二期B2号楼‌25,,,,,2025-07-11 19:02:17,Yes
