search_order,company_name,phone,email,address,legal_representative,registered_capital,established_date,business_scope,search_time,success
334,苏州唐薇服饰有限公司,18658697361,18658697361@qq.com,昆山市花桥镇徐公桥路2号中茵广场E区512室,郝金林（‌3、‌,,,,2025-07-10 23:14:57,Yes
335,义乌市科沃科技有限公司,17336709222,17336709222@qq.com,浙江省金华市义乌市上溪镇岩湖路13号b栋2楼(自主申报),,,,,2025-07-10 23:15:44,Yes
336,肇庆市汇昌达塑料制品有限公司,,,‌4、‌5、‌6一致指向肇庆市端州区云桂路大鼎路东侧6区棠美村第三栋厂房,‌：曾凡雲,,,,2025-07-10 23:16:31,Yes
337,艾可米科技（浙江）有限公司,13094833051,349699986@qq.com,方面所有来源一致指向宁波江北区金山路788号18-1-1,,,,,2025-07-10 23:17:18,Yes
338,东阳市凯隆塑胶有限公司,,,在横店镇电子工业园区兴业路1号2号楼1楼,叶国亮,,,,2025-07-10 23:18:06,Yes
339,汕头市锦铄优品网络科技有限公司-1,0754-85895968,380062325@QQ.COM; 380062325@qq.com; 2766218744@qq.com,汕头市澄海区广益龙田江北路东广益路南5横1号,,,,,2025-07-10 23:18:53,Yes
340,汕头市锦欣贸易有限公司,0754-88857390,g@jinxing.com; 540563904@qq.com; 6540563904@qq.com; 637@qq.com,多个来源一致：汕头市外砂镇蓬发路与金林路转角贤标1幢李厝村(2)10号第一幢首层,蔡贤标,,,,2025-07-10 23:19:40,Yes
341,汕头市澄海区红宇玩具厂,,,汕头市澄海区红宇玩具厂 聯絡資料,邮箱挖掘方法或参,,,,2025-07-10 23:20:27,Yes
342,汕头市澄海区唯佳玩具厂,13502723543,,在搜索结果中非常一致：汕头市澄海区广益街道华富十八亩南工业区第4幢,,,,,2025-07-10 23:21:14,Yes
343,汕头市澄海区汇恩泰玩具厂,,,信息在多处高度一致：‌12全都指向澄海区莲上镇盛洲村双洲片区,）‌12,,,,2025-07-10 23:22:02,Yes
344,东莞市民迪玩具实业有限公司,0769-85816739,,‌：广东省东莞市虎门镇南栅二区沙太路三巷9号2楼 ‌34,是胡文龙,,,,2025-07-10 23:22:49,Yes
345,汕头市澄海区博致玩具厂,18923974756,,汕头市澄海区博致玩具厂 聯絡資料,不符,,,,2025-07-10 23:23:36,Yes
346,汕头市顺胜玩具实业有限公司,86-0754-85505888,shunshengtoys@126.com; 316545144@qq.com,‌2: 提供地址：汕头市澄海区凤翔街道洲畔莲花心工业区,,,,,2025-07-10 23:24:23,Yes
347,汕头市澄海区拼之星玩具厂,2019-2023,,在汕头市澄海区澄华街道冠山振兴路33号第六层（自主承诺申报）,代表姓名可作为辅,,,,2025-07-10 23:25:10,Yes
348,汕头市澄海区灵箭玩具厂,13612395588,,是汕头市澄海区莲上镇莲南工业区莲上三联龙潭片南一路之一,‌：陈泽信‌1,,,,2025-07-10 23:25:57,Yes
349,汕头市澄海区佳度玩具厂,17322572884,,在汕头市澄海区凤翔街道南门码头下片区二巷43号5-6楼,,,,,2025-07-10 23:26:45,Yes
350,东莞市华复实业有限公司,15625557827,yno.he@huafuu.com; vincen.shen@huafuu.com,存在新旧差异：早期‌6提到长安镇地址（2019年）,何宏涛在‌1、‌,,,,2025-07-10 23:27:32,Yes
351,汕头市澄海区鸿沃玩具厂,0754-8586,,汕头市澄海区鸿沃玩具厂 聯絡資料,陈育祺‌16,,,,2025-07-10 23:28:19,Yes
352,汕头市澄海区楷新玩具厂,13825877345,,在埔美工业区；而‌2更新了地址到广益新乡党校路1巷7号四楼,叫林楷龙,,,,2025-07-10 23:29:06,Yes
353,汕头市澄海区锦刚玩具厂,,,‌地址‌：汕头市澄海区凤翔街道东湖大道旁‌1,和地址都不匹配,,,,2025-07-10 23:29:53,Yes
354,汕头市澄海区东奥玩具厂,+86-754-8589,,‌地址‌：广东省汕头市澄海区广益街道龙田广华工业区,,,,,2025-07-10 23:30:41,Yes
355,汕头市澄海区康信玩具厂/汕头市澄海区宏兴发玩具厂,13502713268,,在莲下镇槐南村大埔尾工业区45号,,,,,2025-07-10 23:31:28,Yes
356,汕头市澄海区连盛玩具公司,0754-89670222,hcwsshop1393329@mail.ccmn.net,是汕头市澄海区广益街道埔美美阳区19号第二层,,,,,2025-07-10 23:32:15,Yes
357,汕头市澄海区顺得玩具厂,18824753333,,：汕头市澄海区东里镇观一村源祥路东侧B幢（2024年2月26日更新地址）‌12,,,,,2025-07-10 23:33:02,Yes
358,汕头市澄海区格乐奇玩具厂,,,汕头市澄海区格乐奇玩具厂 聯絡資料,‌：余奕昂‌12,,,,2025-07-10 23:33:49,Yes
359,汕头市澄海区贝迪源玩具厂,13715961642,,汕头市澄海区贝迪源玩具厂 聯絡資料,是翁泽权,,,,2025-07-10 23:34:37,Yes
360,汕头市励智文化有限公司,13592807879,,在汕头市澄海区广益街道登峰路广峰工业区欧宝大楼左侧办公楼三楼‌12,李海同时担任财务,,,,2025-07-10 23:35:24,Yes
361,青岛奥润特进出口有限公司,0532-83890034,,在青岛市市南区福州南路16号甲1栋1单元1302户,是吴国庆,,,,2025-07-10 23:36:11,Yes
362,苏州信孝文化用品有限公司,0512-6502,,：苏州市吴中区甪直镇东庄路99号,、注册资本、统一,,,,2025-07-10 23:36:58,Yes
363,浙江木特玩具有限公司,0578-5526787,602086295@qq.com,"信息出现在多个来源：官网‌12显示""中山西路179号""",郑根有‌7,,,,2025-07-10 23:37:45,Yes
364,汕头市澄海区悦辉玩具厂,0754-83148555,,汕头市澄海区悦辉玩具厂 聯絡資料,‌：林悦水‌26,,,,2025-07-10 23:38:32,Yes
365,汕头市澄海区奇美塑胶彩印厂,0754-81687886,,多个来源都提到了相同的地址：汕头市澄海区广益街道华东路头‌12,、官网,,,,2025-07-10 23:39:20,Yes
366,东莞微观车界贸易有限公司,0769-83718588,wu@sumsmodel.com,信息存在新旧差异：‌1和‌3都指向石排镇沙角金沙东路253号2号楼,及董事長‌38,,,,2025-07-10 23:40:07,Yes
367,汕头市澄海区睿爵斯玩具厂,0754-88545860,,"信息在多处交叉验证‌34都指向""凤翔街道东湖侨兴路旁""",,,,,2025-07-10 23:40:54,Yes
368,香港栢龙玩具有限公司,+85223631998,bwsales-hk@longshore.com.hk,：廣州市天河區棠下荷光五橫路6號520房,,,,,2025-07-10 23:41:41,Yes
369,南通恒趣新材料有限公司,18118677611,18118677611@qq.com,先看基础信息：多个高可信度结果（‌1、‌2、‌3）确认公司位于南通市通州区二甲镇工业园区,及业务负责人,,,,2025-07-10 23:42:28,Yes
370,汕头市澄海区黄荣玩具厂,13411978588,,‌：汕头市澄海区东里镇新陇村金滨路13巷9号（黄荣贸易有限公司关联地址）‌57,/厂长‌,,,,2025-07-10 23:43:16,Yes
371,杭州惠心科技有限公司,1569631764,1569631764@qq.com; 15858205041@163.com,在浙江省杭州市滨江区浦沿街道中兴和园茗水苑10栋,‌：钱国栋‌34,,,,2025-07-10 23:44:03,Yes
372,上海璇彧实业有限公司,13916863961,376855362@qq.com,上海市金山工业区揽工路669号1幢4197室,,,,,2025-07-10 23:44:50,Yes
373,东莞市永乐玩具有限公司,,,信息最完整的是茶山镇塘角村新村花园组30号‌12,李德银‌14,,,,2025-07-10 23:45:37,Yes
374,温州优嘉游乐设备有限公司,,redsun1102@live.cn,温州优嘉游乐设备有限公司-企业工商信用信息,信息虽然不属于直,,,,2025-07-10 23:46:24,Yes
375,浙江佳教玩具有限公司,0573-88959988,,‌：浙江省嘉兴市桐乡市桐乡经济开发区同德路550号（2025年注册地）‌12,‌：费一烨（20,,,,2025-07-10 23:47:12,Yes
376,昆山奇贝玩具有限公司,591832666,591832666@qq.com,在江苏省苏州市昆山市锦溪镇虬泽村(4)虬南村199号‌12,是李芳,,,,2025-07-10 23:47:59,Yes
377,诸城布垒赛特工艺品有限公司,18265613088,40416@163.com; rafts@163.com,为山东省潍坊市诸城市林家村镇驻地西泰薛路北侧,孙里清（从‌6、,,,,2025-07-10 23:48:46,Yes
378,JOKER AG/SA&JOKER(FAR EAST)LIMITED,,,这解释了为什么公开信息里没有具体邮箱,,,,,2025-07-10 23:49:33,Yes
379,深圳市极美智能科技有限公司,,24@qq.com; 39@qq.com,‌6补充了公司地址在深圳市宝安区西乡街道渔业社区名优采购中心B座3区608,代表于宝良‌68,,,,2025-07-10 23:50:20,Yes
380,义乌市同乐玩具有限公司,0579-85834336,tongle05@ywtltoy.com,有两个：tongle05@ywtltoy.com‌911和可能在B2B平台使用的460776027的QQ号‌4,是王恃洪‌12,,,,2025-07-10 23:51:07,Yes
381,深圳浩淼航科技有限公司,13911118887,303409660@qq.com,它们显示公司地址是深圳市福田区华强北街道兰光路华美大厦515‌12,是秦化涛,,,,2025-07-10 23:51:55,Yes
382,杭州真友工艺品有限公司,86-057186983570,zoyotoy@yahoo.com.cn,是中国浙江杭州市滨江区南环路3738号税友大厦508室,代表姜丹丹,,,,2025-07-10 23:52:42,Yes
383,汕头市澄海区立盈玩具厂,,,汕头市澄海区溪南镇溪南工业区新美路段 ‌13,代表和地址,,,,2025-07-10 23:53:29,Yes
384,汕头市澄海区卡斯嘉玩具实业有限公司,87211816,,汕头市澄海区卡斯嘉玩具实业有限公司 聯絡資料,是陈启煌,,,,2025-07-10 23:54:16,Yes
385,汕头市澄海区澄业玩具有限公司,,24@qq.com,倒是一致：澄海区广益街道埔美振兴工业区6号三层‌12,仝玲宾的,,,,2025-07-10 23:55:03,Yes
386,星协力玩具有限公司,,,"都指向""汕头市澄海区广益街道国道324线启航右侧协丰大楼第四层""",代表和成立时间都,,,,2025-07-10 23:55:51,Yes
387,武汉千星城文化发展有限公司,15717110561,gongyong@163.com; 668@qq.com; 693@qq.com,为湖北省武汉市东西湖区银潭路2号武汉大通汽车服务中心园区内4号楼A区4层,‌：周峰‌12,,,,2025-07-10 23:56:38,Yes
388,汕头市澄海区泽盛乐玩具厂,13923911323,,汕头市澄海区泽盛乐玩具厂 聯絡資料,/厂长‌,,,,2025-07-10 23:57:25,Yes
389,汕头市澄海区玩林玩具厂,,,"是""汕头市澄海区广益街道龙田龙南内6横12号""",蔡文雄的信息,,,,2025-07-10 23:58:12,Yes
390,汕头市澄海区坚润玩具厂,,,多个结果提到地址是“汕头市澄海区凤翔街道东湖义宇片区”,是杨仲正,,,,2025-07-10 23:58:59,Yes
391,汕头市奋铭塑胶有限公司,0754-85881995,945671755@qq.com,‌5、‌6和‌7都指向汕头市澄海区登峰路广峰工业区,代表是林伟怀这个,,,,2025-07-10 23:59:46,Yes
392,汕头市澄海区子星玩具厂,0754-85630823,,在汕头市澄海区莲下镇下村莲东西2路；第二个是企查查的记录‌2,/经营者‌：,,,,2025-07-11 00:00:34,Yes
393,汕头市澄海区美翔玩具厂,13825868601,,在汕头市澄海区广益街道埔美美源东70号一楼厂房‌12,和经营者都是蔡泽,,,,2025-07-11 00:01:21,Yes
394,广东省新上亿玩具有限公司,,,在东莞市石排镇赤坎村赤坎工业区5路3号,信息在‌1、‌7,,,,2025-07-11 00:02:08,Yes
395,上海仙霸宝贝文化传播有限公司,021-56500166,feng@bigtoy.com.cn; nicole.wang@bigtoy.com.cn,信息最统一的是总公司地址：上海市奉贤区柘林镇楚华北路1608号车间二2层2001室（‌12）,是殷顺颜,,,,2025-07-11 00:02:55,Yes
396,深圳普赢创新科技股份有限公司,13888158073,fiona.zhang@oil-com.com; liym@psicngroup.com; zhaoh@oli-com.com,"方面‌1给出的""深圳市宝安区西乡街道新城广场一栋2211-C309""是最新核准的注册地址",,,,,2025-07-11 00:03:42,Yes
397,汕头市澄海区立马玩具厂,13715861781,,在汕头市澄海区广益街道龙田广益路北、华东路西3横1号,是曾庆义,,,,2025-07-11 00:04:29,Yes
398,浙江爱儿采玩具有限公司,,,发现有个细节：法定代表人刘志成同时控股多家文创企业‌5,刘志成同时控股多,,,,2025-07-11 00:05:17,Yes
399,杭州长命电池有限公司,0571-63565078,sunnyzhou@zgcm.com,销售部电话在‌2明确列出了各地区经理的联系方式,,,,,2025-07-11 00:06:04,Yes
400,众乐童乐（北京）文化传播有限公司,,princewang@allhahappy.com; qixiaozhi@allhahappy.com,在北京市朝阳区立清路8号院3号楼2层20-F2-A01内1‌13（2025年4月更新）,齐华杰‌12,,,,2025-07-11 00:06:51,Yes
401,广州市越秀区漫绿动漫商行,15989212232,,提供了核心信息：地址在广州市越秀区一德路390号4025,,,,,2025-07-11 00:07:38,Yes
402,东莞市贝铭玩具有限公司,429437433,429437433@qq.com,中國製造網頁面留有舊地址「茶山镇图强路50号」‌1318,,,,,2025-07-11 00:08:25,Yes
403,汕头市澄海区潮丰玩具厂,,,汕头市澄海区澄华街道上窖文华南路66号第五层,许锡锋,,,,2025-07-11 00:09:12,Yes
404,汕头市澄海区培嘉顺玩具厂,,,汕头市澄海区培嘉顺玩具厂 聯絡資料,,,,,2025-07-11 00:10:00,Yes
405,汕头市澄海区新彰玩具厂,1390270342,,是汕头市澄海区凤翔街道凤新港口工业区秀水路南面,,,,,2025-07-11 00:10:47,Yes
406,汕头市澄海区美大玩具厂,13502710402,,在汕头市澄海区凤翔街道昆美池底片左1第2栋2楼,‌6,,,,2025-07-11 00:11:34,Yes
407,汕头市澄海区雅信玩具厂,86-0754-85637908,,汕头市澄海区东里镇南社“月丁元”工业区第三区6号,杜克孝、经营状态,,,,2025-07-11 00:12:21,Yes
408,汕头市澄海区锐育达玩具厂,,,显示地址在汕头市澄海区莲下镇北湾村公路北工业区,,,,,2025-07-11 00:13:08,Yes
409,汕头市澄海区汇健玩具厂,13790844445,,为汕头市澄海区凤翔街道东湖长池墘18号附近‌1,,,,,2025-07-11 00:13:56,Yes
410,汕头市浩泰玩具厂,13509877187,13509877187@139.com,在汕头市澄海区凤翔街道东湖外环北路关仁一巷1号5楼,‌：张洁成‌2、,,,,2025-07-11 00:14:43,Yes
411,汕头市澄海区美鑫玩具厂,13433886668,,汕头市澄海区广益街道龙坑登峰路与怀汉路交界处,陈樾,,,,2025-07-11 00:15:30,Yes
412,汕头市澄海区夏宝玩具厂,,,"在多个来源中都明确写着""汕头市澄海区莲下镇北湾村一联章池底""‌1、‌2、‌3",是陈沛东‌1、‌,,,,2025-07-11 00:16:17,Yes
413,汕头市澄海区亿纳鑫玩具商行,86-754-8586936886-7,,"描述存在细微差异——‌1写""东湖集兴南路附近""",信息（如‌5）,,,,2025-07-11 00:17:04,Yes
414,东莞魔法汇玩具有限公司,8421781178,8421781178@qq.com; info@mofahui.com,东莞市长安镇新安社区新岗路元岗街6号豪荣智创大厦9楼903,王峥的信息在‌1,,,,2025-07-11 00:17:52,Yes
415,东莞雪傲贸易有限公司,0769-81730430,1@dgnowyo.com; k@sunvigor.com; fs.mok@sunvigor.com,特别要避开‌7的错误法定代表人信息（黄业程）,信息（黄业程）,,,,2025-07-11 00:18:39,Yes
416,东莞市万邦印刷有限公司,13809635133,306708572@qq.com,广东省东莞市中堂镇进埗路6号1栋101室,,,,,2025-07-11 00:19:26,Yes
417,汕头市正昱科技文化有限公司,0754-8984,702737752@qq.com,汕头市澄海区澄华街道岭亭社区泰安路68号(自主承诺申报),陈晓蓉（从多个来,,,,2025-07-11 00:20:13,Yes
418,杭州博策贸易有限公司,0571-88033123,229788445@qq.com,浙江省杭州市滨江区江陵南路312号1幢804室,是叶晨,,,,2025-07-11 00:21:00,Yes
419,东珮贸易（上海）有限公司,021-56773047,xiaona1996@hotmail.com; info@eastmax.com,"""上海市静安区安远路555号3层301室""被6个独立来源交叉验证‌45",关联）‌56,,,,2025-07-11 00:21:48,Yes
420,汕头市双辉玩具实业有限公司,13825837112,13825837112@139.com,"集中在""汕头市澄海区盐鸿镇国道324线鸿二路段""",直接管理的业务邮,,,,2025-07-11 00:22:35,Yes
421,津泽印刷（深圳）有限公司,0755-84501282,account@junejust.cn; s@junejust.com,‌：深圳市龙岗区平湖街道平湖富民工业区富民路8号1栋‌25,信息很统一,,,,2025-07-11 00:23:22,Yes
422,汕头市澄海区华博智能生活科技有限公司,0754-86989603,hb@huabozn.com,在汕头市澄海区上华镇渡头村澄江公路旁,‌：吴建生‌12,,,,2025-07-11 00:24:09,Yes
423,汕头市澄海区金美达玩具厂,0754-85177363,1032779324@qq.com,‌：同原玩具厂注销前地址（莲下镇海后尾塭工业用地）‌78,是林少贵,,,,2025-07-11 00:24:56,Yes
424,汕头市澄海区奥协塑胶玩具厂,0754-85717909,,在汕头市澄海区广益街道埔美美兴直路32号第一层,是陈胜亮,,,,2025-07-11 00:25:43,Yes
425,汕头市澄海区恩达玩具厂,0754-85746010,3@qq.com,汕头市澄海区恩达玩具厂 聯絡資料,/经营者‌：王壮,,,,2025-07-11 00:26:31,Yes
426,汕头市澄海区森毅智能科技有限公司,,,"全部指向""汕头市澄海区广益街道中山北路泰兴隆厂房""‌12",、注册资本等关键,,,,2025-07-11 00:27:18,Yes
427,汕头市澄海区天骏塑料玩具厂,92440515,,同属澄海区凤翔街道东湖工业区（东湖义宇东2巷7号）‌78,杨春波‌12,,,,2025-07-11 00:28:05,Yes
428,汕头市澄海区润崎玩具厂,,,信息相对明确：龙田社区安荣路14号二楼‌12,,,,,2025-07-11 00:28:52,Yes
429,汕头市澄海区童优玩具厂,13825830255,,信息在多个来源中保持一致：文冠路北侧中段中腾大楼一层‌12,‌林植权‌‌12,,,,2025-07-11 00:29:40,Yes
430,深圳市宝安区西乡澳之星玩具厂,,,结合展会线索：用户可尝试到注册地址实地查访（茶树工业区A栋306）,关联信息‌,,,,2025-07-11 00:30:27,Yes
431,汕头市澄海区大林玩具厂,0754-86399003,,汕头市澄海区大林玩具厂 聯絡資料,是张楷彬,,,,2025-07-11 00:31:14,Yes
432,汕头市幼尚优品玩具有限公司,18666680465,,在汕头市澄海区澄华街道西门宁泰五路南2号4楼‌12,叫陈博闻‌12,,,,2025-07-11 00:32:01,Yes
433,汕头市龙驰玩具有限公司,13822112104,13822112104@139.com,在多个高可信结果中一致出现：澄海区广益街道埔美美新区18巷20号第九层‌12,蔡奕在2023年,,,,2025-07-11 00:32:48,Yes
434,汕头市小学者动漫科技有限公司,13509870441,teamforce001@tf-similan.com; e001@tf-similan.com,、电话、联系人：地址在汕头市澄海区凤新二路嘉隆工艺美术装饰实业有限公司内南侧5楼,丁铭杰,,,,2025-07-11 00:33:35,Yes
435,汕头市澄海区全鑫隆玩具厂,15915507520,,‌：汕头市澄海区莲下镇建阳村大海门二片四路‌12,陈剑涛,,,,2025-07-11 00:34:23,Yes
436,汕头市龙湖区花嘉宝玩具厂,13286415340,,是汕头市龙湖区外砂镇东溪村沟尾东工业区三巷一号,）‌12,,,,2025-07-11 00:35:10,Yes
437,汕头市喜瑞鹿玩具有限公司,785961040,785961040@qq.com,在汕头市澄海区凤翔街道昆美美新大道西8号之4,张纯喜,,,,2025-07-11 00:35:57,Yes
438,寿光三瑞进出口有限公司,13884705023,13964738892@163.com,寿光三瑞进出口有限公司-企业工商信用信息,马超和监事石景霞,,,,2025-07-11 00:36:44,Yes
439,惠州市沃好棒运动用品有限公司,13302581568,13302581568@189.com,惠州市龙门县惠州产业转移工业园建设二路2号1号厂房；可信程度：非常高,李后明；电话：1,,,,2025-07-11 00:37:31,Yes
440,重庆井然有序科技有限公司,400-158-9100,jingjing@makeid.net,"信息最详细的是‌1提到的""重庆市高新园黄山大道5号水星科技大厦中后写字楼6楼1#""",,,,,2025-07-11 00:38:19,Yes
441,汕头市澄海区贝贝邦玩具厂,92440515,,汕头市澄海区贝贝邦玩具厂 聯絡資料,是曾乐基,,,,2025-07-11 00:39:06,Yes
442,JL,03-3621910,,JL-堆高機人員【時薪260】周休二日 | 艾肯國際開發股份有限公司 | 桃園市龜山區 | 2025-06-13 | 1111人力銀行,,,,,2025-07-11 00:39:53,Yes
443,汕头市澄海区锦佳玩具厂,13556354444,00@qq.com,汕头市澄海区锦佳玩具厂 聯絡資料,,,,,2025-07-11 00:40:40,Yes
444,中山市好工匠金属制造有限公司,0760-22819371,50747326@qq.com,统一指向中山市三角镇福星路1号及1号之二‌12,,,,,2025-07-11 00:41:27,Yes
445,广州市嘉惠文化发展有限公司,13342874330,mycw13342874330@163.com,所有可信度高的结果都指向同一个办公地点：广州市番禺区石碁镇华创动漫产业园二期29号楼‌25,,,,,2025-07-11 00:42:14,Yes
446,宁波宏阳纸品科技有限公司,15968414306,392163289@qq.com,浙江省宁波市海曙区姚丰村工业区A-22号（与别的冲突）,,,,,2025-07-11 00:43:02,Yes
447,恒邦企业有限公司,00852-2110,,（广东省东莞市南城街道鸿福路200号第一国际汇一城3栋511室02）,,,,,2025-07-11 00:43:49,Yes
448,扬州爱昊玩具有限公司,0514-87661913,2438380096@qq.com,在所有结果里最统一——扬州市邗江区新甘泉东路58号‌12,吴国方的信息也顺,,,,2025-07-11 00:44:36,Yes
449,浙江微微文化创意有限公司,15258307537,2485023652@qq.com; huashengda@vip.sina.com,信息则高度一致（慈掌东路145号）,变更）三个最高可,,,,2025-07-11 00:45:23,Yes
450,汕头市澄海区鼎麒玩具厂,,,汕头市澄海区凤翔街道南港社区23巷17号,李楚旭,,,,2025-07-11 00:46:10,Yes
451,广州市睿之邦塑料制品有限公司,18927555901,1138290268@qq.com,‌：广州市白云区人和镇江人二路376号‌23,兼总经理‌23,,,,2025-07-11 00:46:57,Yes
452,汕头市澄海区泽业动漫科技有限公司,13829471589,13829471589@139.com,在汕头市澄海区凤翔街道东湖关德路片区所有结果都一致（‌12）,,,,,2025-07-11 00:47:45,Yes
453,深圳市永星昌盛实业有限责任公司,0755-2899,,"在""深圳市宝安区西乡街道固戍二路时代科创中心706室""",吕兰玉还在其他企,,,,2025-07-11 00:48:32,Yes
454,广东盈拓实业投资有限公司,86488007,gdintop@gdintop.com,东莞市茶山镇茶兴路265号1号楼1308室,刘宇星,,,,2025-07-11 00:49:19,Yes
455,广州迪宝乐电子有限公司,400-093-6998,dbolo@dbolo.com,锁定黄埔区大沙街道文加路莲塘段2号,是夏俊莉,,,,2025-07-11 00:50:06,Yes
456,汕头市智硕玩具有限公司,13822873282,13758696@qq.com,首先注意到多个高可信度来源都指向同一个地址：澄海区广益街道登峰路广峰工业区‌12,,,,,2025-07-11 00:50:53,Yes
457,新华文轩商业连锁（北京）有限公司,010-67695272,xhwxsyls@163.com; 525619823@qq.com,厦门市集美区乐海路1号嘉庚体育馆一层人人乐超市图书专柜,,,,,2025-07-11 00:51:41,Yes
458,重庆慧无文化创意有限公司,023-68870816,,在重庆市九龙坡区谢家湾正街55号29幢1-68,‌：钟洋（同时担,,,,2025-07-11 00:52:28,Yes
459,佛山市优玩玩具有限公司,,34@qq.com,是佛山市南海区桂城夏东涌口工业区石龙北路西区二横路1号三楼之一,是刘莹,,,,2025-07-11 00:53:15,Yes
460,四会柏高电池有限公司,0758-3377900,cyz@pakko.cn; 2850963286@qq.com,是四会市城中区仓丰大道（原济广路88号）,简凤群‌18,,,,2025-07-11 00:54:02,Yes
461,奥林达科技有限公司,021-32098900,orient3@cnorient.net; olyda@olyda.com; OLYDA@OLYDA.COM,"是""中山西路1265弄18号5C-2室""",项玉珍‌6,,,,2025-07-11 00:54:49,Yes
462,艾其森（杭州）贸易有限公司,,000000@qq.com,浙江省杭州市余杭区崇贤街道塘康路39号2楼205-2室‌12,,,,,2025-07-11 00:55:37,Yes
463,揭阳市顺豪玩具厂,,,揭阳市顺豪五金制品有限公司-企业工商信用信息,信息‌1,,,,2025-07-11 00:56:24,Yes
464,广州星年动漫科技有限公司,13630030314,15989182455@163.com,信息需要特别注意：最新变更显示2025年5月18日从637号铺位搬迁至638号‌4,或高管）‌2,,,,2025-07-11 00:57:11,Yes
465,汕头市澄海区耿峰玩具厂,,,是汕头市澄海区广益街道龙田登峰路南24号,是董耿丰；在‌3,,,,2025-07-11 00:57:58,Yes
466,汕头市澄海区莲下华成塑胶制品厂,0754-85170012,,汕头市澄海区莲下华成塑胶制品厂召回部分型号玩具充电器,）‌23,,,,2025-07-11 00:58:45,Yes
467,汕头市澄海区龙祥玩具实业有限公司,0754-85877248,8632728@qq.com; sales@longxiangtoys.com,‌：广东省汕头市澄海区城区文冠路澄华工业区‌23,‌：蔡泽平‌23,,,,2025-07-11 00:59:32,Yes
468,中山市嘉洋科技有限公司,,,是“中山市横栏镇新丰村裕丰南路65号二楼之四”,代表、注册资本、,,,,2025-07-11 01:00:20,Yes
469,汕头市澄海区盛鼎鲁业玩具厂,,,汕头市澄海区盛鼎鲁业玩具厂 聯絡資料,‌1,,,,2025-07-11 01:01:07,Yes
470,浙江百润轴承有限公司,0573-85950209,zljcn@bairun-cn.com; sales@brbearing.cn,在嘉兴平湖市曹桥街道兴曹路333号8号楼1楼,是刘娇娇,,,,2025-07-11 01:01:54,Yes
471,汕头市澄海区利佳泰玩具厂,,,非常一致：汕头市澄海区上华镇东林美村抽水机片沿路用地第2号,是张武苞‌12,,,,2025-07-11 01:02:41,Yes
472,汕头市澄海区奥亮达玩具厂,,,地址在莲下镇槐东村东兴一路；另一个是谭淇蔚的奥淇达玩具厂‌910,的汕头市奥亮达科,,,,2025-07-11 01:03:28,Yes
473,汕头市澄海区小公主玩具厂,,,汕头市澄海区小公主玩具厂 聯絡資料,简瑞广的名字在‌,,,,2025-07-11 01:04:15,Yes
474,宁波华盈色素技术有限公司,3063230176,3063230176@qq.com,在江北区长兴路199号柯力物联网大厦6楼B236室,为毕春香,,,,2025-07-11 01:05:03,Yes
475,深圳市捷通语音电子有限公司,0755-83789210,jethi@szjtvoice.com; 10265462@qq.com,‌：深圳市南山区粤海街道琼宇路5号五一大厦203室（工商登记地址）‌14,等）,,,,2025-07-11 01:05:50,Yes
476,汕头市南禹科教实业有限公司,15917910668,2851371662@qq.com,澄海区凤翔路信宁工艺玩具厂（前厂区）3栋（更名前的注册地址）‌19,是潘振群,,,,2025-07-11 01:06:37,Yes
477,汕头市澄海区博利达玩具厂,,,汕头市澄海区博利达玩具厂 聯絡資料,杜永民曾担任该厂,,,,2025-07-11 01:07:24,Yes
478,汕头市澄海区海鹏达塑胶玩具有限公司,0754-85723293,Pengdatoys@pengdatoys.com; 837227502@qq.com,"矛盾较大：‌28显示""阜安路二横路""",,,,,2025-07-11 01:08:11,Yes
479,汕头市澄海区柏森玩具厂,,,“汕头市澄海区广益街道埔美美乐区15巷3号一楼厂房”,周柱良,,,,2025-07-11 01:08:58,Yes
480,天长市泓格宠物用品有限公司,0550-7958600,13013017099@qq.com; 13013017099@sina.com.cn,营业执照税号91341181MA2RM8JX8D:天长市泓格宠物用品有限公司,是干盛勇‌12,,,,2025-07-11 01:09:46,Yes
481,汕头市澄海区航晨玩具厂,13556388824,,汕头市澄海区航晨玩具厂 聯絡資料,/经营者‌,,,,2025-07-11 01:10:33,Yes
482,汕头市澄海区钢将玩具厂,,,在澄海区凤翔街道涂池村文安路北6巷7号,叫王沛伟‌12,,,,2025-07-11 01:11:20,Yes
483,汕头市澄海区塑鑫玩具厂,0754-85882338,,汕头市澄海区塑鑫玩具厂 聯絡資料,,,,,2025-07-11 01:12:07,Yes
484,汕头市澄海区鑫行玩具厂,18929637458,,变更前地址：汕头市澄海区广益街道埔美工业区（2016年7月前）‌2,是陈镇坚,,,,2025-07-11 01:12:54,Yes
485,汕头市南腾玩具有限公司,13643051065,530321612@qq.com,已变更为澄华街道冠山振兴路50号的三楼,吴泽榕统筹运营‌,,,,2025-07-11 01:13:41,Yes
486,皓天聚源商贸有限公司,13801006948,89@qq.com; 14475954@qq.com,徐州皓天聚源商贸有限公司 - 企业股权穿透图 - 企业关系信息查询 - 爱企查,,,,,2025-07-11 01:14:29,Yes
